name,subjective_score,confidence_95_to_original
237831,6.791462467642389,0.09935187456603561
237829,6.677294211784168,0.09875421855002087
235858,6.668362412161126,0.09871341431010654
235830,6.568951189377833,0.09831629697364314
235721,6.550319763957455,0.09825339434646561
235711,6.513149020383314,0.09813864856967128
237825,6.471123175728678,0.09802606590190965
235696,6.451510023113685,0.097979724159247
237827,6.448248930678667,0.09797240041240775
235735,6.424331484974785,0.09792200611280157
235796,6.403156491964678,0.09788225911317146
237826,6.399329527477752,0.09787556292720535
237828,6.397144888992585,0.09787180723020086
235712,6.298370979603544,0.09775269837007763
237800,6.294023831985497,0.09774973456798192
235691,6.076598986809072,0.09784830374118564
237830,5.744326686717296,0.09897175394493729
237727,5.598513151190291,0.0998680458218433
Original,5.316620255702701,0.0
237851,0.0,0.7240144055932517
