name,subjective_score,confidence_95_to_original
original,0.0,0.0
TACO_SR,0.6173380260073154,0.056558679176397404
ByteMM,0.7611457030140705,0.05649113401281752
VQE,1.0995006006380703,0.056817294164317786
ChouPiJiang,1.1401999767545856,0.05690011607325289
Nobody,1.3054169011209475,0.057331004611558406
DeepView,1.5783172585185916,0.05838461039915524
ShannonLab,1.848475463093266,0.05988633695872324
